id,CHN201808240
info,visteam,CIN
info,hometeam,CHN
info,date,2018/08/24
info,starttime,1:21PM
start,hamib001,"""Billy Hamilton""",0,1,8
start,peraj003,"""Jose Peraza""",0,2,6
start,genns001,"""Scooter Gennett""",0,3,4
start,suare001,"""Eugenio Suarez""",0,4,5
start,willm007,"""Mason Williams""",0,5,9
start,ervip001,"""Phillip Ervin""",0,6,7
start,barnt001,"""Tucker Barnhart""",0,7,2
start,dixob001,"""Brandon Dixon""",0,8,3
start,harvm001,"""Matt Harvey""",0,9,1
start,murpd006,"""Daniel Murphy""",1,1,4
start,baezj001,"""Javier Baez""",1,2,6
start,rizza001,"""Anthony Rizzo""",1,3,3
start,zobrb001,"""Ben Zobrist""",1,4,9
start,schwk001,"""Kyle Schwarber""",1,5,7
start,happi001,"""Ian Happ""",1,6,5
start,contw001,"""Willson Contreras""",1,7,2
start,milla003,"""Alec Mills""",1,8,1
start,almoa002,"""Albert Almora""",1,9,8
play,4,1,murpd006,00,X,3/G
play,4,1,baezj001,30,BBBB,W
play,4,1,rizza001,00,X,9/F.1-2
play,4,1,zobrb001,30,BBB>C,CS3(25)
sub,rosar002,"""Randy Rosario""",1,8,1
sub,lastt001,"""Tommy La Stella""",1,8,11
sub,ervip001,"""Phillip Ervin""",0,6,9
sub,herrd002,"""Dilson Herrera""",0,9,7
sub,reedc002,"""Cody Reed""",0,5,1
sub,cishs001,"""Steve Cishek""",1,8,1
sub,edwac001,"""Carl Edwards""",1,8,1
sub,wilsj004,"""Justin Wilson""",1,8,1
sub,boted002,"""David Bote""",1,8,11
sub,hughj001,"""Jared Hughes""",0,5,1
sub,zobrb001,"""Ben Zobrist""",1,4,4
sub,happi001,"""Ian Happ""",1,6,9
sub,boted002,"""David Bote""",1,8,5
sub,strop001,"""Pedro Strop""",1,1,1
sub,tuckp001,"""Preston Tucker""",0,5,11
sub,hernd002,"""David Hernandez""",0,5,1
sub,chavj001,"""Jesse Chavez""",1,1,1
sub,dixob001,"""Brandon Dixon""",0,8,7
sub,casac001,"""Curt Casali""",0,5,3
sub,igler001,"""Raisel Iglesias""",0,9,1
